challenge_id	master_id	public_id	pool	tier	tier_basis	total_length	in_draw	ms1190_status	ms1190_seq
ac-v1-09023	INTLB-b3t-906-0	ACP-038607	interleaved_b	T1_easy	10k_final	36	true		
ac-v1-09024	INTLB-b3t-706-0	ACP-045885	interleaved_b	T1_easy	10k_final	26	true		
ac-v1-09025	INTLB-b4-1738-1	ACP-042815	interleaved_b	T1_easy	10k_final	19	true		
ac-v1-09026	MS-n5-wXYYYYxyyyy	ACP-006749	ms_expanded	T1_easy	10k_final	24	true		
ac-v1-09027	INTL-b3-151-0	ACP-018221	interleaved	T1_easy	10k_final	30	true		
ac-v1-09028	INTLB-b4-2814-1	ACP-038747	interleaved_b	T2_medium	100k	34	true		
ac-v1-09029	INTLB-b4-2099-1	ACP-046911	interleaved_b	T2_medium	100k	31	true		
ac-v1-09030	INTLB-b4-2752-1	ACP-041980	interleaved_b	T2_medium	100k	35	true		
ac-v1-09031	MS-n9-wXXXYYxxxyy	ACP-036582	ms_expanded	T4_frontier	100k	32	true		
ac-v1-09032	INTLB-b4-2681-0	ACP-043686	interleaved_b	T2_medium	100k	31	true		
ac-v1-09033	INTLB-b4-3047-1	ACP-037247	interleaved_b	T3_hard_solvable	100k	36	true		
ac-v1-09034	INTLB-b3t-869-0	ACP-040856	interleaved_b	T1_easy	10k_final	23	true		
ac-v1-09035	INTLB-b4-1182-1	ACP-040456	interleaved_b	T1_easy	10k_final	28	true		
ac-v1-09036	MS-n9-wyyXyyyxYYY	ACP-003974	ms_expanded	T1_easy	10k_final	32	true		
ac-v1-09037	INTLB-b3t-293-0	ACP-044033	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-09038	INTLB-b3t-137-1	ACP-043994	interleaved_b	T0_warmup	10k_final	33	true		
ac-v1-09039	INTLB-b3t-239-0	ACP-038216	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-09040	INTLB-b4-2345-0	ACP-046972	interleaved_b	T2_medium	100k	33	true		
ac-v1-09041	INTLB-b4-2467-0	ACP-043288	interleaved_b	T2_medium	100k	33	true		
ac-v1-09042	MS-n5-wyXyxy	ACP-034914	ms_expanded	T4_frontier	100k	19	true	open	110
ac-v1-09043	INTLB-b4-1626-1	ACP-046825	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-09044	INTLB-b4-1003-1	ACP-039377	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-09045	AUTH-21_18-k12-0	ACP-013522	aut_hard	T5_moonshot	100k	30	true		
ac-v1-09046	MS-n7-wYXyxY	ACP-029821	ms_expanded	T2_medium	100k	23	true	uncertified	182
ac-v1-09047	MS-n7-wXYYYxYYYY	ACP-020584	ms_expanded	T1_easy	10k_final	27	true		
ac-v1-09048	INTL-b4-60-1	ACP-002830	interleaved	T2_medium	100k	25	true		
ac-v1-09049	INTLB-b4-3976-1	ACP-043202	interleaved_b	T3_hard_solvable	100k	32	true		
ac-v1-09050	INTLB-b4-752-0	ACP-043992	interleaved_b	T2_medium	100k	31	true		
ac-v1-09051	INTLB-b4-48-0	ACP-043315	interleaved_b	T2_medium	100k	33	true		
ac-v1-09052	MS-n5-wXXXYxxYxy	ACP-012201	ms_expanded	T4_frontier	100k	23	true		
ac-v1-09053	INTLB-b4-2537-0	ACP-042286	interleaved_b	T3_hard_solvable	100k	33	true		
ac-v1-09054	INTLB-b4-1839-0	ACP-041012	interleaved_b	T3_hard_solvable	100k	27	true		
ac-v1-09055	AUTH-25_30-k12-1	ACP-026028	aut_hard	T5_moonshot	100k	31	true		
ac-v1-09056	MS-n7-wXXYxYYxy	ACP-011367	ms_expanded	T4_frontier	100k	26	true		
ac-v1-09057	MS-n5-wXXXYxxYYxY	ACP-017841	ms_expanded	T4_frontier	100k	24	true		
ac-v1-09058	MS-n6-wXYYYYYYxYY	ACP-005462	ms_expanded	T0_warmup	10k_final	26	true		
ac-v1-09059	INTLB-b4-114-0	ACP-046267	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-09060	INTLB-b4-1426-1	ACP-039010	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-09061	INTLB-b4-590-0	ACP-043245	interleaved_b	T2_medium	100k	27	true		
ac-v1-09062	INTLB-b3t-743-1	ACP-038538	interleaved_b	T1_easy	10k_final	23	true		
ac-v1-09063	INTLB-b4-1959-1	ACP-040961	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-09064	INTLB-b3t-492-1	ACP-043163	interleaved_b	T1_easy	10k_final	34	true		
ac-v1-09065	AUTH-23_1-k1-0	ACP-009004	aut_hard	T5_moonshot	100k	35	true		
ac-v1-09066	MS-n8-wYYxyyXyyy	ACP-012882	ms_expanded	T1_easy	10k_final	29	true		
ac-v1-09067	INTLB-b3t-206-1	ACP-046410	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-09068	AUTH-19_26-k1-0	ACP-029837	aut_hard	T5_moonshot	100k	27	true		
ac-v1-09069	MS-n3-wXXXYYxxxY	ACP-005027	ms_expanded	T4_frontier	100k	19	true		
ac-v1-09070	MS-n2-wXYxYYYY	ACP-029936	ms_expanded	T1_easy	10k_final	15	true	uncertified	849
ac-v1-09071	INTLB-b3t-279-0	ACP-038903	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-09072	MS-n6-wYYXYxyy	ACP-002432	ms_expanded	T4_frontier	100k	23	true	open	986
ac-v1-09073	MS-n3-wXXYxYYxy	ACP-017492	ms_expanded	T4_frontier	100k	18	true		
ac-v1-09074	INTLB-b3t-429-0	ACP-039211	interleaved_b	T3_hard_solvable	100k	29	true		
ac-v1-09075	MS-n7-wXYXYxxy	ACP-017335	ms_expanded	T5_moonshot	100k	25	false	open	903
ac-v1-09076	INTLB-b3t-413-1	ACP-042878	interleaved_b	T3_hard_solvable	100k	25	true		
ac-v1-09077	INTLB-b4-1806-1	ACP-040770	interleaved_b	T1_easy	10k_final	35	true		
ac-v1-09078	INTLB-b4-1610-1	ACP-041535	interleaved_b	T1_easy	10k_final	28	true		
ac-v1-09079	INTLB-b4-2971-0	ACP-043342	interleaved_b	T2_medium	100k	34	true		
ac-v1-09080	INTLB-b3t-359-1	ACP-045480	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-09081	AUTH-17_40-k1-0	ACP-011768	aut_hard	T5_moonshot	100k	17	true		
ac-v1-09082	MS-n10-wXXXYxyxxYY	ACP-035659	ms_expanded	T4_frontier	100k	34	true		
ac-v1-09083	INTLB-b4-1245-1	ACP-044953	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-09084	INTLB-b3t-126-1	ACP-044447	interleaved_b	T3_hard_solvable	100k	27	true		
ac-v1-09085	MS-n9-wXXXYxxyxy	ACP-017362	ms_expanded	T4_frontier	100k	31	true		
ac-v1-09086	INTL-b4-200-1	ACP-027188	interleaved	T1_easy	10k_final	18	true		
ac-v1-09087	INTLB-b3t-257-0	ACP-044158	interleaved_b	T1_easy	10k_final	26	true		
ac-v1-09088	MS-n3-wYXYxYYY	ACP-001768	ms_expanded	T1_easy	10k_final	17	true	uncertified	976
ac-v1-09089	INTLB-b4-1593-1	ACP-042359	interleaved_b	T2_medium	100k	25	true		
ac-v1-09090	MS-n7-wXYYYxyy	ACP-024440	ms_expanded	T4_frontier	100k	25	true	open	875
ac-v1-09091	INTL-b2-10-0	ACP-027719	interleaved	T0_warmup	10k_final	31	true		
ac-v1-09092	MS-n9-wyXyxYYYYY	ACP-021903	ms_expanded	T1_easy	10k_final	31	true		
ac-v1-09093	MS-n7-wYYxyyXyyyy	ACP-028948	ms_expanded	T1_easy	10k_final	28	true		
ac-v1-09094	AUTH-23_5-k1-3	ACP-034938	aut_hard	T5_moonshot	100k	23	true		
ac-v1-09095	MS-n10-wYXyyxY	ACP-006673	ms_expanded	T4_frontier	100k	30	true		
ac-v1-09096	MS-n10-wXYYYxYY	ACP-027689	ms_expanded	T4_frontier	100k	31	true		
ac-v1-09097	INTLB-b3t-477-0	ACP-042570	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-09098	INTLB-b4-2990-0	ACP-037630	interleaved_b	T2_medium	100k	33	true		
ac-v1-09099	MS-n7-wXYYYxy	ACP-001351	ms_expanded	T4_frontier	100k	24	true	open	406
ac-v1-09100	INTLB-b4-1206-1	ACP-044660	interleaved_b	T1_easy	10k_final	24	true		
ac-v1-09101	INTLB-b3t-245-0	ACP-045804	interleaved_b	T1_easy	10k_final	24	true		
ac-v1-09102	MS-n3-wXXYYYYxxY	ACP-026663	ms_expanded	T4_frontier	100k	19	true		
ac-v1-09103	MS-n10-wXXyxxyyy	ACP-029285	ms_expanded	T4_frontier	100k	32	true		
ac-v1-09104	INTLB-b4-3043-0	ACP-042372	interleaved_b	T2_medium	100k	31	true		
ac-v1-09105	INTLB-b4-819-0	ACP-046520	interleaved_b	T3_hard_solvable	100k	26	true		
ac-v1-09106	INTLB-b3t-358-0	ACP-038904	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-09107	INTLB-b4-144-0	ACP-038613	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-09108	MS-n6-wXXYxYxyy	ACP-005481	ms_expanded	T4_frontier	100k	24	true		
ac-v1-09109	INTLB-b4-1370-1	ACP-040750	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-09110	INTLB-b4-3510-0	ACP-045229	interleaved_b	T2_medium	100k	29	true		
ac-v1-09111	INTLB-b4-2908-1	ACP-040668	interleaved_b	T2_medium	100k	31	true		
ac-v1-09112	INTLB-b4-1971-0	ACP-040386	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-09113	INTLB-b4-1414-0	ACP-045965	interleaved_b	T2_medium	100k	27	true		
ac-v1-09114	MS-n7-wXXXYxxyxy	ACP-000130	ms_expanded	T4_frontier	100k	27	true		
ac-v1-09115	INTLB-b4-21-1	ACP-039769	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-09116	MS-n4-wYYYXYYxy	ACP-010056	ms_expanded	T1_easy	10k_final	20	true		
ac-v1-09117	INTLB-b4-1582-0	ACP-043250	interleaved_b	T3_hard_solvable	100k	27	true		
ac-v1-09118	INTLB-b4-2068-1	ACP-038749	interleaved_b	T2_medium	100k	35	true		
ac-v1-09119	INTLB-b3t-658-0	ACP-038964	interleaved_b	T1_easy	10k_final	26	true		
ac-v1-09120	INTLB-b4-1449-0	ACP-044489	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-09121	INTLB-b3t-340-1	ACP-037586	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-09122	INTL-b3-148-0	ACP-006047	interleaved	T1_easy	10k_final	29	true		
ac-v1-09123	AUTH-18_5-k1-0	ACP-036147	aut_hard	T5_moonshot	100k	19	true		
ac-v1-09124	INTLB-b4-1703-0	ACP-042510	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-09125	INTLB-b4-1225-0	ACP-038227	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-09126	INTLB-b4-1795-0	ACP-043757	interleaved_b	T3_hard_solvable	100k	33	true		
ac-v1-09127	INTLB-b4-2218-1	ACP-040042	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-09128	INTLB-b4-99-0	ACP-042621	interleaved_b	T3_hard_solvable	100k	30	true		
ac-v1-09129	INTLB-b4-1901-1	ACP-044688	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-09130	INTLB-b4-2446-0	ACP-046922	interleaved_b	T2_medium	100k	32	true		
ac-v1-09131	INTLB-b3t-187-1	ACP-046772	interleaved_b	T1_easy	10k_final	26	true		
ac-v1-09132	MS-n10-wXXYYxYxyy	ACP-013693	ms_expanded	T4_frontier	100k	33	true		
ac-v1-09133	MS-n5-wXXYYxxy	ACP-013877	ms_expanded	T5_moonshot	100k	21	true	open	957
ac-v1-09134	INTLB-b4-1896-0	ACP-045190	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-09135	INTLB-b3t-458-0	ACP-040785	interleaved_b	T3_hard_solvable	100k	33	true		
ac-v1-09136	MS-n6-wYxYYXyy	ACP-027142	ms_expanded	T4_frontier	100k	23	false	open	741
ac-v1-09137	MS-n3-wXXXYYxxxYY	ACP-012937	ms_expanded	T4_frontier	100k	20	true		
ac-v1-09138	MS-n2-wXyXYxYxY	ACP-028208	ms_expanded	T4_frontier	100k	16	true		
ac-v1-09139	INTLB-b4-3212-0	ACP-040698	interleaved_b	T2_medium	100k	34	true		
ac-v1-09140	MS-n5-wXyXYxxy	ACP-014667	ms_expanded	T5_moonshot	100k	21	false	open	1111
ac-v1-09141	INTLB-b3t-620-1	ACP-042691	interleaved_b	T1_easy	10k_final	35	true		
ac-v1-09142	INTLB-b4-1551-1	ACP-045502	interleaved_b	T2_medium	100k	27	true		
ac-v1-09143	INTLB-b4-34-0	ACP-040156	interleaved_b	T2_medium	100k	30	true		
ac-v1-09144	INTLB-b3t-497-1	ACP-045119	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-09145	AUTH-19_8-k1-3	ACP-026240	aut_hard	T5_moonshot	100k	19	true		
ac-v1-09146	MS-n9-wXXXYxxyxY	ACP-030735	ms_expanded	T4_frontier	100k	31	true		
ac-v1-09147	INTLB-b4-2087-1	ACP-046335	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-09148	AUTH-16_1-k0-0	ACP-029070	aut_hard	T5_moonshot	100k	16	true		
ac-v1-09149	INTLB-b4-2504-0	ACP-044767	interleaved_b	T3_hard_solvable	100k	35	true		
ac-v1-09150	INTLB-b3t-330-0	ACP-039452	interleaved_b	T1_easy	10k_final	25	true		
ac-v1-09151	INTLB-b4-2899-1	ACP-041579	interleaved_b	T3_hard_solvable	100k	31	true		
ac-v1-09152	INTLB-b3t-631-1	ACP-038950	interleaved_b	T1_easy	10k_final	35	true		
ac-v1-09153	MS-n8-wYXYxyy	ACP-021164	ms_expanded	T4_frontier	100k	26	true		
ac-v1-09154	MS-n10-wXXYxYxy	ACP-001737	ms_expanded	T4_frontier	100k	31	true		
ac-v1-09155	INTLB-b4-2451-1	ACP-040760	interleaved_b	T3_hard_solvable	100k	35	true		
ac-v1-09156	INTLB-b4-2379-1	ACP-040564	interleaved_b	T3_hard_solvable	100k	25	true		
ac-v1-09157	INTLB-b4-208-1	ACP-038598	interleaved_b	T1_easy	10k_final	23	true		
ac-v1-09158	INTLB-b3t-668-0	ACP-043476	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-09159	INTLB-b3t-720-1	ACP-040167	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-09160	INTLB-b4-3318-1	ACP-038369	interleaved_b	T3_hard_solvable	100k	31	true		
ac-v1-09161	AUTH-25_19-k1-2	ACP-009274	aut_hard	T5_moonshot	100k	25	true		
ac-v1-09162	INTLB-b4-429-1	ACP-040165	interleaved_b	T2_medium	100k	27	true		
ac-v1-09163	INTLB-b4-2715-0	ACP-039043	interleaved_b	T2_medium	100k	31	true		
ac-v1-09164	INTLB-b4-862-0	ACP-041589	interleaved_b	T2_medium	100k	33	true		
ac-v1-09165	INTLB-b3t-614-0	ACP-039896	interleaved_b	T1_easy	10k_final	25	true		
ac-v1-09166	MS-n6-wyXyxY	ACP-031547	ms_expanded	T1_easy	10k_final	21	true	uncertified	125
ac-v1-09167	INTLB-b4-1285-1	ACP-042292	interleaved_b	T1_easy	10k_final	28	true		
ac-v1-09168	MS-n3-wXyyyxxYXy	ACP-016928	ms_expanded	T1_easy	10k_final	19	true		
ac-v1-09169	MS-n2-wXXXYxxYxYY	ACP-035102	ms_expanded	T4_frontier	100k	18	true		
ac-v1-09170	INTLB-b4-2011-1	ACP-041516	interleaved_b	T2_medium	100k	33	true		
ac-v1-09171	INTLB-b4-837-1	ACP-039481	interleaved_b	T2_medium	100k	24	true		
ac-v1-09172	INTLB-b4-3013-1	ACP-042014	interleaved_b	T2_medium	100k	32	true		
ac-v1-09173	INTL-b2-17-1	ACP-025827	interleaved	T1_easy	10k_final	27	true		
ac-v1-09174	INTLB-b4-615-1	ACP-046858	interleaved_b	T2_medium	100k	34	true		
ac-v1-09175	INTL-b4-206-0	ACP-031839	interleaved	T2_medium	100k	30	true		
ac-v1-09176	INTLB-b4-2143-0	ACP-046663	interleaved_b	T1_easy	10k_final	34	true		
ac-v1-09177	MS-n4-wXYYxY	ACP-033147	ms_expanded	T1_easy	10k_final	17	true	uncertified	165
ac-v1-09178	AUTH-17_16-k1-3	ACP-023691	aut_hard	T5_moonshot	100k	17	true		
ac-v1-09179	INTLB-b4-3056-1	ACP-039757	interleaved_b	T3_hard_solvable	100k	32	true		
ac-v1-09180	INTLB-b3t-135-0	ACP-042680	interleaved_b	T1_easy	10k_final	26	true		
ac-v1-09181	MS-n6-wXXXYxxxY	ACP-009239	ms_expanded	T4_frontier	100k	24	true		
ac-v1-09182	MS-n9-wXyyxYYYYY	ACP-034791	ms_expanded	T1_easy	10k_final	31	true		
ac-v1-09183	INTLB-b4-1404-1	ACP-046964	interleaved_b	T3_hard_solvable	100k	34	true		
ac-v1-09184	INTL-b4-161-1	ACP-024890	interleaved	T1_easy	10k_final	34	true		
ac-v1-09185	INTL-b3-154-1	ACP-036470	interleaved	T1_easy	10k_final	35	true		
ac-v1-09186	INTLB-b4-748-1	ACP-037383	interleaved_b	T2_medium	100k	34	true		
ac-v1-09187	INTLB-b4-2137-0	ACP-043308	interleaved_b	T3_hard_solvable	100k	29	true		
ac-v1-09188	INTLB-b4-2255-0	ACP-038843	interleaved_b	T2_medium	100k	27	true		
ac-v1-09189	INTL-b1-265-0	ACP-009397	interleaved	T1_easy	10k_final	33	true		
ac-v1-09190	INTLB-b3t-231-0	ACP-042316	interleaved_b	T1_easy	10k_final	36	true		
ac-v1-09191	AUTH-17_35-k1-0	ACP-034720	aut_hard	T5_moonshot	100k	18	true		
ac-v1-09192	INTLB-b4-1725-1	ACP-042193	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-09193	INTLB-b4-1847-1	ACP-042024	interleaved_b	T1_easy	10k_final	35	true		
ac-v1-09194	MS-n4-wXYxyyy	ACP-007173	ms_expanded	T4_frontier	100k	18	true	open	459
ac-v1-09195	INTLB-b3t-678-1	ACP-043458	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-09196	MS-n6-wXXyxxyy	ACP-033906	ms_expanded	T5_moonshot	100k	23	false	open	972
ac-v1-09197	INTLB-b4-2242-0	ACP-046131	interleaved_b	T2_medium	100k	26	true		
ac-v1-09198	MS-n4-wXXYxYxY	ACP-012391	ms_expanded	T5_moonshot	100k	19	true	open	949
ac-v1-09199	MS-n8-wYYxYXy	ACP-034680	ms_expanded	T4_frontier	100k	26	true		
ac-v1-09200	INTLB-b3t-266-1	ACP-046750	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-09201	INTLB-b3t-706-1	ACP-038839	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-09202	MS-n3-wXXyyyxxy	ACP-009471	ms_expanded	T5_moonshot	10k_final	18	true		
ac-v1-09203	INTLB-b4-1013-1	ACP-045194	interleaved_b	T0_warmup	10k_final	31	true		
ac-v1-09204	INTL-b4-104-0	ACP-032078	interleaved	T1_easy	10k_final	26	true		
ac-v1-09205	AUTH-14_2-k1-0	ACP-028826	aut_hard	T5_moonshot	10k_final	17	true		
ac-v1-09206	MS-n9-wXXXYxyxxYY	ACP-014307	ms_expanded	T4_frontier	100k	32	true		
ac-v1-09207	INTLB-b4-490-1	ACP-038816	interleaved_b	T2_medium	100k	26	true		
ac-v1-09208	INTLB-b4-58-1	ACP-046585	interleaved_b	T3_hard_solvable	100k	30	true		
ac-v1-09209	MS-n8-wYXyyyyxY	ACP-036333	ms_expanded	T1_easy	10k_final	28	true		
ac-v1-09210	INTLB-b3t-581-1	ACP-044289	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-09211	INTLB-b4-1165-0	ACP-045183	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-09212	INTLB-b4-1627-1	ACP-046062	interleaved_b	T1_easy	10k_final	24	true		
ac-v1-09213	MS-n10-wXyxxYXY	ACP-019871	ms_expanded	T4_frontier	100k	31	true		
ac-v1-09214	INTLB-b3t-775-0	ACP-043448	interleaved_b	T3_hard_solvable	100k	32	true		
ac-v1-09215	INTLB-b3t-271-0	ACP-039867	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-09216	INTLB-b4-103-0	ACP-038102	interleaved_b	T1_easy	10k_final	28	true		
ac-v1-09217	MS-n3-wYYYXYxY	ACP-018197	ms_expanded	T5_moonshot	10k_final	17	false	open	773
ac-v1-09218	INTLB-b3t-809-1	ACP-039115	interleaved_b	T1_easy	10k_final	25	true		
ac-v1-09219	INTLB-b4-1002-1	ACP-046187	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-09220	INTLB-b4-2296-0	ACP-044244	interleaved_b	T2_medium	100k	31	true		
ac-v1-09221	MS-n8-wyXyyxYY	ACP-033949	ms_expanded	T2_medium	100k	27	true		
ac-v1-09222	INTLB-b4-3134-0	ACP-045565	interleaved_b	T2_medium	100k	23	true		
ac-v1-09223	MS-n3-wXXYYxyxYY	ACP-022130	ms_expanded	T4_frontier	100k	19	true		
ac-v1-09224	MS-n6-wyXyyxyyyy	ACP-031761	ms_expanded	T2_medium	100k	25	true		
ac-v1-09225	INTLB-b4-1828-0	ACP-044730	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-09226	INTLB-b4-439-1	ACP-045140	interleaved_b	T3_hard_solvable	100k	31	true		
ac-v1-09227	MS-n5-wyXyyyxy	ACP-013668	ms_expanded	T4_frontier	100k	21	true	open	607
ac-v1-09228	INTL-b3-139-1	ACP-021922	interleaved	T1_easy	10k_final	23	true		
ac-v1-09229	INTLB-b3t-540-0	ACP-043087	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-09230	INTL-b2-0-0	ACP-008603	interleaved	T0_warmup	10k_final	21	true		
ac-v1-09231	MS-n8-wXXXYxxyxyy	ACP-003664	ms_expanded	T4_frontier	100k	30	true		
ac-v1-09232	AUTH-16_5-k0-0	ACP-006053	aut_hard	T5_moonshot	100k	16	true		
ac-v1-09233	INTL-b3-180-0	ACP-035579	interleaved	T1_easy	10k_final	21	true		
ac-v1-09234	INTLB-b3t-389-0	ACP-040988	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-09235	INTLB-b3t-794-1	ACP-043903	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-09236	INTLB-b3t-516-0	ACP-038471	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-09237	MS-n6-wyXyxYY	ACP-037192	ms_expanded	T4_frontier	100k	22	true	open	223
ac-v1-09238	INTLB-b4-1904-1	ACP-037689	interleaved_b	T3_hard_solvable	100k	27	true		
ac-v1-09239	MS-n3-wYYYYXYxy	ACP-023100	ms_expanded	T1_easy	10k_final	18	true		
ac-v1-09240	INTLB-b4-1089-1	ACP-037277	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-09241	INTLB-b4-1977-0	ACP-046494	interleaved_b	T3_hard_solvable	100k	17	true		
ac-v1-09242	AUTH-16_7-k1-0	ACP-027701	aut_hard	T5_moonshot	100k	17	true		
ac-v1-09243	MS-n3-wyXyxY	ACP-034431	ms_expanded	T1_easy	10k_final	15	true	uncertified	122
ac-v1-09244	AUTH-17_12-k1-1	ACP-002914	aut_hard	T5_moonshot	100k	21	true		
ac-v1-09245	INTLB-b3t-860-0	ACP-045189	interleaved_b	T1_easy	10k_final	21	true		
ac-v1-09246	INTLB-b3t-851-1	ACP-041121	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-09247	INTLB-b3t-312-1	ACP-037381	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-09248	INTLB-b3t-72-1	ACP-041793	interleaved_b	T1_easy	10k_final	35	true		
ac-v1-09249	MS-n2-wXXXyxYxxY	ACP-020546	ms_expanded	T4_frontier	100k	17	true		
ac-v1-09250	INTLB-b3t-539-1	ACP-045694	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-09251	INTLB-b3t-584-0	ACP-037526	interleaved_b	T1_easy	10k_final	21	true		
ac-v1-09252	MS-n6-wXXXYxxYxYY	ACP-021995	ms_expanded	T4_frontier	100k	26	true		
ac-v1-09253	INTLB-b3t-381-0	ACP-039075	interleaved_b	T3_hard_solvable	100k	29	true		
ac-v1-09254	INTL-b3-127-0	ACP-036275	interleaved	T1_easy	10k_final	34	true		
ac-v1-09255	MS-n7-wXXyxyyxY	ACP-004804	ms_expanded	T4_frontier	100k	26	true		
ac-v1-09256	AUTH-17_39-k1-0	ACP-007548	aut_hard	T5_moonshot	100k	20	true		
ac-v1-09257	INTLB-b4-2235-0	ACP-045322	interleaved_b	T2_medium	100k	28	true		
ac-v1-09258	AUTH-22_7-k1-0	ACP-001679	aut_hard	T5_moonshot	100k	29	true		
ac-v1-09259	MS-n5-wYXyxYYY	ACP-022332	ms_expanded	T1_easy	10k_final	21	true	uncertified	1076
ac-v1-09260	INTLB-b4-1490-0	ACP-041119	interleaved_b	T1_easy	10k_final	26	true		
ac-v1-09261	MS-n4-wYXyxyyy	ACP-016236	ms_expanded	T4_frontier	100k	19	true	open	564
ac-v1-09262	INTLB-b4-1009-1	ACP-041778	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-09263	INTLB-b4-116-1	ACP-042758	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-09264	INTLB-b4-1842-0	ACP-044722	interleaved_b	T2_medium	100k	27	true		
ac-v1-09265	INTLB-b4-2194-0	ACP-037338	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-09266	AUTH-21_6-k1-1	ACP-013804	aut_hard	T5_moonshot	100k	31	true		
ac-v1-09267	MS-n9-wYXYYxyyyyy	ACP-019810	ms_expanded	T0_warmup	10k_final	32	true		
ac-v1-09268	INTLB-b3t-450-1	ACP-046016	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-09269	INTLB-b4-1184-1	ACP-046303	interleaved_b	T1_easy	10k_final	23	true		
ac-v1-09270	MS-n5-wYYXYYxy	ACP-036174	ms_expanded	T4_frontier	100k	21	true	open	782
ac-v1-09271	INTLB-b3t-328-0	ACP-039364	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-09272	INTLB-b4-1068-0	ACP-039300	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-09273	INTLB-b3t-432-0	ACP-046299	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-09274	MS-n10-wXyXYxxy	ACP-029681	ms_expanded	T4_frontier	100k	31	true		
ac-v1-09275	INTLB-b4-1451-0	ACP-041481	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-09276	INTLB-b3t-130-1	ACP-041141	interleaved_b	T1_easy	10k_final	17	true		
ac-v1-09277	INTL-b3-155-0	ACP-017454	interleaved	T1_easy	10k_final	23	true		
ac-v1-09278	INTLB-b4-253-1	ACP-037807	interleaved_b	T3_hard_solvable	100k	32	true		
ac-v1-09279	MS-n9-wXXyxyyxY	ACP-003159	ms_expanded	T4_frontier	100k	30	true		
ac-v1-09280	MS-n3-wXYYYYxy	ACP-015857	ms_expanded	T1_easy	10k_final	17	true	uncertified	885
ac-v1-09281	INTLB-b4-38-1	ACP-047019	interleaved_b	T2_medium	100k	19	true		
ac-v1-09282	MS-n7-wXYYYYYxYY	ACP-013843	ms_expanded	T2_medium	100k	27	true		
ac-v1-09283	INTLB-b4-131-1	ACP-040023	interleaved_b	T3_hard_solvable	100k	34	true		
ac-v1-09284	INTLB-b4-1694-0	ACP-045633	interleaved_b	T3_hard_solvable	100k	35	true		
ac-v1-09285	INTLB-b4-2210-0	ACP-043231	interleaved_b	T3_hard_solvable	100k	32	true		
ac-v1-09286	INTLB-b4-3341-1	ACP-037519	interleaved_b	T3_hard_solvable	100k	31	true		
ac-v1-09287	INTLB-b4-2454-1	ACP-037868	interleaved_b	T2_medium	100k	31	true		
