seq,n,w,w_vector,status_at_freeze,reported_class,training_id,prototype_path_length
889,7,x^{-1}y^{-4}xy,-1 -2 -2 -2 -2 1 2,open,19_{51},,
890,1,x^{-1}y^{-4}xy^{-1},-1 -2 -2 -2 -2 1 -2,certified,,ms-train-0350,76
891,2,x^{-1}y^{-4}xy^{-1},-1 -2 -2 -2 -2 1 -2,certified,,ms-train-0351,43
892,3,x^{-1}y^{-4}xy^{-1},-1 -2 -2 -2 -2 1 -2,open,13_1,,
893,4,x^{-1}y^{-4}xy^{-1},-1 -2 -2 -2 -2 1 -2,certified,,ms-train-0352,34
894,5,x^{-1}y^{-4}xy^{-1},-1 -2 -2 -2 -2 1 -2,uncertified,,,
895,6,x^{-1}y^{-4}xy^{-1},-1 -2 -2 -2 -2 1 -2,open,16_7,,
896,7,x^{-1}y^{-4}xy^{-1},-1 -2 -2 -2 -2 1 -2,open,19_{52},,
897,1,x^{-1}y^{-1}x^{-1}y^{-1}x^{2}y,-1 -2 -1 -2 1 1 2,certified,,ms-train-0353,48
898,2,x^{-1}y^{-1}x^{-1}y^{-1}x^{2}y,-1 -2 -1 -2 1 1 2,open,14_1,,
899,3,x^{-1}y^{-1}x^{-1}y^{-1}x^{2}y,-1 -2 -1 -2 1 1 2,open,17_{28},,
900,4,x^{-1}y^{-1}x^{-1}y^{-1}x^{2}y,-1 -2 -1 -2 1 1 2,open,19_{31},,
901,5,x^{-1}y^{-1}x^{-1}y^{-1}x^{2}y,-1 -2 -1 -2 1 1 2,open,21_{28},,
902,6,x^{-1}y^{-1}x^{-1}y^{-1}x^{2}y,-1 -2 -1 -2 1 1 2,open,22_{11},,
903,7,x^{-1}y^{-1}x^{-1}y^{-1}x^{2}y,-1 -2 -1 -2 1 1 2,open,25_{31},,
904,1,x^{-1}y^{-1}x^{-1}y^{-1}x^{2}y^{-1},-1 -2 -1 -2 1 1 -2,certified,,ms-train-0354,49
905,2,x^{-1}y^{-1}x^{-1}y^{-1}x^{2}y^{-1},-1 -2 -1 -2 1 1 -2,open,14_2,,
906,3,x^{-1}y^{-1}x^{-1}y^{-1}x^{2}y^{-1},-1 -2 -1 -2 1 1 -2,open,17_{29},,
907,4,x^{-1}y^{-1}x^{-1}y^{-1}x^{2}y^{-1},-1 -2 -1 -2 1 1 -2,open,19_{32},,
908,5,x^{-1}y^{-1}x^{-1}y^{-1}x^{2}y^{-1},-1 -2 -1 -2 1 1 -2,open,21_{29},,
909,6,x^{-1}y^{-1}x^{-1}y^{-1}x^{2}y^{-1},-1 -2 -1 -2 1 1 -2,open,22_{12},,
910,7,x^{-1}y^{-1}x^{-1}y^{-1}x^{2}y^{-1},-1 -2 -1 -2 1 1 -2,open,25_{32},,
911,1,x^{-2}y^{-1}xyxy,-1 -1 -2 1 2 1 2,certified,,ms-train-0355,19
912,2,x^{-2}y^{-1}xyxy,-1 -1 -2 1 2 1 2,open,15_3,,
913,3,x^{-2}y^{-1}xyxy,-1 -1 -2 1 2 1 2,open,17_{22},,
914,4,x^{-2}y^{-1}xyxy,-1 -1 -2 1 2 1 2,open,19_{23},,
915,5,x^{-2}y^{-1}xyxy,-1 -1 -2 1 2 1 2,open,21_{21},,
916,6,x^{-2}y^{-1}xyxy,-1 -1 -2 1 2 1 2,open,23_{14},,
917,7,x^{-2}y^{-1}xyxy,-1 -1 -2 1 2 1 2,open,25_{23},,
918,1,x^{-2}y^{-1}xyxy^{-1},-1 -1 -2 1 2 1 -2,certified,,ms-train-0356,30
919,2,x^{-2}y^{-1}xyxy^{-1},-1 -1 -2 1 2 1 -2,open,15_5,,
920,3,x^{-2}y^{-1}xyxy^{-1},-1 -1 -2 1 2 1 -2,open,17_{23},,
921,4,x^{-2}y^{-1}xyxy^{-1},-1 -1 -2 1 2 1 -2,open,19_{24},,
922,5,x^{-2}y^{-1}xyxy^{-1},-1 -1 -2 1 2 1 -2,open,21_{22},,
923,6,x^{-2}y^{-1}xyxy^{-1},-1 -1 -2 1 2 1 -2,open,23_{15},,
924,7,x^{-2}y^{-1}xyxy^{-1},-1 -1 -2 1 2 1 -2,open,25_{24},,
925,1,x^{-2}y^{-1}x^{2}y^{2},-1 -1 -2 1 1 2 2,certified,,ms-train-0357,20
926,2,x^{-2}y^{-1}x^{2}y^{2},-1 -1 -2 1 1 2 2,open,15_9,,
927,3,x^{-2}y^{-1}x^{2}y^{2},-1 -1 -2 1 1 2 2,open,17_{20},,
928,4,x^{-2}y^{-1}x^{2}y^{2},-1 -1 -2 1 1 2 2,open,19_{21},,
929,5,x^{-2}y^{-1}x^{2}y^{2},-1 -1 -2 1 1 2 2,open,21_{19},,
930,6,x^{-2}y^{-1}x^{2}y^{2},-1 -1 -2 1 1 2 2,open,23_{12},,
931,7,x^{-2}y^{-1}x^{2}y^{2},-1 -1 -2 1 1 2 2,open,25_{21},,
932,1,x^{-2}y^{-1}x^{2}y^{-2},-1 -1 -2 1 1 -2 -2,certified,,ms-train-0358,26
933,2,x^{-2}y^{-1}x^{2}y^{-2},-1 -1 -2 1 1 -2 -2,open,15_6,,
934,3,x^{-2}y^{-1}x^{2}y^{-2},-1 -1 -2 1 1 -2 -2,open,17_{21},,
935,4,x^{-2}y^{-1}x^{2}y^{-2},-1 -1 -2 1 1 -2 -2,open,19_{22},,
936,5,x^{-2}y^{-1}x^{2}y^{-2},-1 -1 -2 1 1 -2 -2,open,21_{20},,
937,6,x^{-2}y^{-1}x^{2}y^{-2},-1 -1 -2 1 1 -2 -2,open,23_{13},,
938,7,x^{-2}y^{-1}x^{2}y^{-2},-1 -1 -2 1 1 -2 -2,open,25_{22},,
939,1,x^{-2}y^{-1}xy^{-1}xy,-1 -1 -2 1 -2 1 2,certified,,ms-train-0359,34
940,2,x^{-2}y^{-1}xy^{-1}xy,-1 -1 -2 1 -2 1 2,open,15_4,,
941,3,x^{-2}y^{-1}xy^{-1}xy,-1 -1 -2 1 -2 1 2,open,17_{24},,
942,4,x^{-2}y^{-1}xy^{-1}xy,-1 -1 -2 1 -2 1 2,open,19_{25},,
943,5,x^{-2}y^{-1}xy^{-1}xy,-1 -1 -2 1 -2 1 2,open,21_{23},,
944,6,x^{-2}y^{-1}xy^{-1}xy,-1 -1 -2 1 -2 1 2,open,23_{16},,
945,7,x^{-2}y^{-1}xy^{-1}xy,-1 -1 -2 1 -2 1 2,open,25_{25},,
946,1,x^{-2}y^{-1}xy^{-1}xy^{-1},-1 -1 -2 1 -2 1 -2,certified,,ms-train-0360,61
947,2,x^{-2}y^{-1}xy^{-1}xy^{-1},-1 -1 -2 1 -2 1 -2,open,15_2,,
948,3,x^{-2}y^{-1}xy^{-1}xy^{-1},-1 -1 -2 1 -2 1 -2,open,17_{25},,
949,4,x^{-2}y^{-1}xy^{-1}xy^{-1},-1 -1 -2 1 -2 1 -2,open,19_{26},,
950,5,x^{-2}y^{-1}xy^{-1}xy^{-1},-1 -1 -2 1 -2 1 -2,open,21_{24},,
951,6,x^{-2}y^{-1}xy^{-1}xy^{-1},-1 -1 -2 1 -2 1 -2,open,23_{17},,
952,7,x^{-2}y^{-1}xy^{-1}xy^{-1},-1 -1 -2 1 -2 1 -2,open,25_{26},,
953,1,x^{-2}y^{-2}x^{2}y,-1 -1 -2 -2 1 1 2,certified,,ms-train-0361,65
954,2,x^{-2}y^{-2}x^{2}y,-1 -1 -2 -2 1 1 2,certified,,ms-train-0362,66
955,3,x^{-2}y^{-2}x^{2}y,-1 -1 -2 -2 1 1 2,open,17_5,,
956,4,x^{-2}y^{-2}x^{2}y,-1 -1 -2 -2 1 1 2,open,19_{27},,
957,5,x^{-2}y^{-2}x^{2}y,-1 -1 -2 -2 1 1 2,open,21_{25},,
958,6,x^{-2}y^{-2}x^{2}y,-1 -1 -2 -2 1 1 2,open,23_{18},,
959,7,x^{-2}y^{-2}x^{2}y,-1 -1 -2 -2 1 1 2,open,25_{27},,
960,1,y^{-1}xy^{-2}x^{-1}y^{-2},-2 1 -2 -2 -1 -2 -2,certified,,ms-train-0363,25
961,2,y^{-1}xy^{-2}x^{-1}y^{-2},-2 1 -2 -2 -1 -2 -2,certified,,ms-train-0364,108
962,3,y^{-1}xy^{-2}x^{-1}y^{-2},-2 1 -2 -2 -1 -2 -2,uncertified,,,
963,4,y^{-1}xy^{-2}x^{-1}y^{-2},-2 1 -2 -2 -1 -2 -2,open,15_{11},,
964,5,y^{-1}xy^{-2}x^{-1}y^{-2},-2 1 -2 -2 -1 -2 -2,open,14_1,,
965,6,y^{-1}xy^{-2}x^{-1}y^{-2},-2 1 -2 -2 -1 -2 -2,open,17_{36},,
966,7,y^{-1}xy^{-2}x^{-1}y^{-2},-2 1 -2 -2 -1 -2 -2,open,21_{37},,
967,1,yx^{2}y^{2}x^{-2},2 1 1 2 2 -1 -1,certified,,ms-train-0365,20
968,2,yx^{2}y^{2}x^{-2},2 1 1 2 2 -1 -1,open,15_2,,
969,3,yx^{2}y^{2}x^{-2},2 1 1 2 2 -1 -1,open,17_2,,
970,4,yx^{2}y^{2}x^{-2},2 1 1 2 2 -1 -1,open,19_1,,
971,5,yx^{2}y^{2}x^{-2},2 1 1 2 2 -1 -1,open,21_2,,
972,6,yx^{2}y^{2}x^{-2},2 1 1 2 2 -1 -1,open,23_1,,
973,7,yx^{2}y^{2}x^{-2},2 1 1 2 2 -1 -1,open,25_1,,
974,1,y^{-1}xy^{-3}x^{-1}y^{-1},-2 1 -2 -2 -2 -1 -2,certified,,ms-train-0366,33
975,2,y^{-1}xy^{-3}x^{-1}y^{-1},-2 1 -2 -2 -2 -1 -2,certified,,ms-train-0367,27
976,3,y^{-1}xy^{-3}x^{-1}y^{-1},-2 1 -2 -2 -2 -1 -2,uncertified,,,
977,4,y^{-1}xy^{-3}x^{-1}y^{-1},-2 1 -2 -2 -2 -1 -2,open,14_1,,
978,5,y^{-1}xy^{-3}x^{-1}y^{-1},-2 1 -2 -2 -2 -1 -2,uncertified,,,
979,6,y^{-1}xy^{-3}x^{-1}y^{-1},-2 1 -2 -2 -2 -1 -2,open,17_{40},,
980,7,y^{-1}xy^{-3}x^{-1}y^{-1},-2 1 -2 -2 -2 -1 -2,open,19_{41},,
981,1,y^{-1}xy^{2}x^{-1}y^{-2},-2 1 2 2 -1 -2 -2,certified,,ms-train-0368,14
982,2,y^{-1}xy^{2}x^{-1}y^{-2},-2 1 2 2 -1 -2 -2,uncertified,,,
983,3,y^{-1}xy^{2}x^{-1}y^{-2},-2 1 2 2 -1 -2 -2,certified,,ms-train-0369,47
984,4,y^{-1}xy^{2}x^{-1}y^{-2},-2 1 2 2 -1 -2 -2,open,14_1,,
985,5,y^{-1}xy^{2}x^{-1}y^{-2},-2 1 2 2 -1 -2 -2,uncertified,,,
986,6,y^{-1}xy^{2}x^{-1}y^{-2},-2 1 2 2 -1 -2 -2,open,19_{34},,
987,7,y^{-1}xy^{2}x^{-1}y^{-2},-2 1 2 2 -1 -2 -2,open,20_{12},,
988,1,yx^{2}yx^{-1}y^{-1}x^{-1},2 1 1 2 -1 -2 -1,certified,,ms-train-0370,28
989,2,yx^{2}yx^{-1}y^{-1}x^{-1},2 1 1 2 -1 -2 -1,open,15_4,,
990,3,yx^{2}yx^{-1}y^{-1}x^{-1},2 1 1 2 -1 -2 -1,open,17_6,,
991,4,yx^{2}yx^{-1}y^{-1}x^{-1},2 1 1 2 -1 -2 -1,open,19_5,,
992,5,yx^{2}yx^{-1}y^{-1}x^{-1},2 1 1 2 -1 -2 -1,open,21_5,,
993,6,yx^{2}yx^{-1}y^{-1}x^{-1},2 1 1 2 -1 -2 -1,open,23_2,,
994,7,yx^{2}yx^{-1}y^{-1}x^{-1},2 1 1 2 -1 -2 -1,open,25_5,,
995,1,yx^{2}yx^{-2}y,2 1 1 2 -1 -1 2,certified,,ms-train-0371,51
996,2,yx^{2}yx^{-2}y,2 1 1 2 -1 -1 2,open,14_2,,
997,3,yx^{2}yx^{-2}y,2 1 1 2 -1 -1 2,open,17_4,,
998,4,yx^{2}yx^{-2}y,2 1 1 2 -1 -1 2,open,19_3,,
999,5,yx^{2}yx^{-2}y,2 1 1 2 -1 -1 2,open,21_3,,
1000,6,yx^{2}yx^{-2}y,2 1 1 2 -1 -1 2,open,22_5,,
1001,7,yx^{2}yx^{-2}y,2 1 1 2 -1 -1 2,open,25_3,,
1002,1,yx^{2}yx^{-2}y^{-1},2 1 1 2 -1 -1 -2,certified,,ms-train-0372,21
1003,2,yx^{2}yx^{-2}y^{-1},2 1 1 2 -1 -1 -2,open,14_2,,
1004,3,yx^{2}yx^{-2}y^{-1},2 1 1 2 -1 -1 -2,open,17_5,,
1005,4,yx^{2}yx^{-2}y^{-1},2 1 1 2 -1 -1 -2,open,19_4,,
1006,5,yx^{2}yx^{-2}y^{-1},2 1 1 2 -1 -1 -2,open,21_4,,
1007,6,yx^{2}yx^{-2}y^{-1},2 1 1 2 -1 -1 -2,open,22_6,,
1008,7,yx^{2}yx^{-2}y^{-1},2 1 1 2 -1 -1 -2,open,25_4,,
1009,1,yx^{2}y^{-2}x^{-2},2 1 1 -2 -2 -1 -1,certified,,ms-train-0373,13
1010,2,yx^{2}y^{-2}x^{-2},2 1 1 -2 -2 -1 -1,open,15_3,,
1011,3,yx^{2}y^{-2}x^{-2},2 1 1 -2 -2 -1 -1,open,17_{11},,
1012,4,yx^{2}y^{-2}x^{-2},2 1 1 -2 -2 -1 -1,open,19_{10},,
1013,5,yx^{2}y^{-2}x^{-2},2 1 1 -2 -2 -1 -1,open,21_9,,
1014,6,yx^{2}y^{-2}x^{-2},2 1 1 -2 -2 -1 -1,open,23_4,,
1015,7,yx^{2}y^{-2}x^{-2},2 1 1 -2 -2 -1 -1,open,25_{10},,
1016,1,yx^{2}y^{-1}x^{-1}yx^{-1},2 1 1 -2 -1 2 -1,certified,,ms-train-0374,27
1017,2,yx^{2}y^{-1}x^{-1}yx^{-1},2 1 1 -2 -1 2 -1,open,15_5,,
1018,3,yx^{2}y^{-1}x^{-1}yx^{-1},2 1 1 -2 -1 2 -1,open,17_7,,
1019,4,yx^{2}y^{-1}x^{-1}yx^{-1},2 1 1 -2 -1 2 -1,open,19_6,,
1020,5,yx^{2}y^{-1}x^{-1}yx^{-1},2 1 1 -2 -1 2 -1,open,21_6,,
1021,6,yx^{2}y^{-1}x^{-1}yx^{-1},2 1 1 -2 -1 2 -1,open,23_3,,
1022,7,yx^{2}y^{-1}x^{-1}yx^{-1},2 1 1 -2 -1 2 -1,open,25_6,,
1023,1,yx^{2}y^{-1}x^{-1}y^{-1}x^{-1},2 1 1 -2 -1 -2 -1,certified,,ms-train-0375,19
1024,2,yx^{2}y^{-1}x^{-1}y^{-1}x^{-1},2 1 1 -2 -1 -2 -1,open,15_2,,
1025,3,yx^{2}y^{-1}x^{-1}y^{-1}x^{-1},2 1 1 -2 -1 -2 -1,open,17_{10},,
1026,4,yx^{2}y^{-1}x^{-1}y^{-1}x^{-1},2 1 1 -2 -1 -2 -1,open,19_9,,
1027,5,yx^{2}y^{-1}x^{-1}y^{-1}x^{-1},2 1 1 -2 -1 -2 -1,open,20_5,,
1028,6,yx^{2}y^{-1}x^{-1}y^{-1}x^{-1},2 1 1 -2 -1 -2 -1,open,21_{31},,
1029,7,yx^{2}y^{-1}x^{-1}y^{-1}x^{-1},2 1 1 -2 -1 -2 -1,open,25_9,,
1030,1,yx^{2}y^{-1}x^{-2}y,2 1 1 -2 -1 -1 2,certified,,ms-train-0376,32
1031,2,yx^{2}y^{-1}x^{-2}y,2 1 1 -2 -1 -1 2,open,14_1,,
1032,3,yx^{2}y^{-1}x^{-2}y,2 1 1 -2 -1 -1 2,open,17_8,,
1033,4,yx^{2}y^{-1}x^{-2}y,2 1 1 -2 -1 -1 2,open,19_7,,
1034,5,yx^{2}y^{-1}x^{-2}y,2 1 1 -2 -1 -1 2,open,21_7,,
1035,6,yx^{2}y^{-1}x^{-2}y,2 1 1 -2 -1 -1 2,open,22_7,,
1036,7,yx^{2}y^{-1}x^{-2}y,2 1 1 -2 -1 -1 2,open,25_7,,
1037,1,yx^{2}y^{-1}x^{-2}y^{-1},2 1 1 -2 -1 -1 -2,certified,,ms-train-0377,15
1038,2,yx^{2}y^{-1}x^{-2}y^{-1},2 1 1 -2 -1 -1 -2,open,14_1,,
1039,3,yx^{2}y^{-1}x^{-2}y^{-1},2 1 1 -2 -1 -1 -2,open,17_9,,
1040,4,yx^{2}y^{-1}x^{-2}y^{-1},2 1 1 -2 -1 -1 -2,open,19_8,,
1041,5,yx^{2}y^{-1}x^{-2}y^{-1},2 1 1 -2 -1 -1 -2,open,21_8,,
1042,6,yx^{2}y^{-1}x^{-2}y^{-1},2 1 1 -2 -1 -1 -2,open,22_8,,
1043,7,yx^{2}y^{-1}x^{-2}y^{-1},2 1 1 -2 -1 -1 -2,open,25_8,,
1044,1,yxy^{-1}xyx^{-2},2 1 -2 1 2 -1 -1,certified,,ms-train-0378,25
1045,2,yxy^{-1}xyx^{-2},2 1 -2 1 2 -1 -1,open,15_8,,
1046,3,yxy^{-1}xyx^{-2},2 1 -2 1 2 -1 -1,open,17_{14},,
1047,4,yxy^{-1}xyx^{-2},2 1 -2 1 2 -1 -1,open,19_{13},,
1048,5,yxy^{-1}xyx^{-2},2 1 -2 1 2 -1 -1,open,21_{12},,
1049,6,yxy^{-1}xyx^{-2},2 1 -2 1 2 -1 -1,open,23_7,,
1050,7,yxy^{-1}xyx^{-2},2 1 -2 1 2 -1 -1,open,25_{13},,
1051,1,yxy^{-1}xy^{-1}x^{-2},2 1 -2 1 -2 -1 -1,certified,,ms-train-0379,10
1052,2,yxy^{-1}xy^{-1}x^{-2},2 1 -2 1 -2 -1 -1,open,15_9,,
1053,3,yxy^{-1}xy^{-1}x^{-2},2 1 -2 1 -2 -1 -1,open,17_{15},,
1054,4,yxy^{-1}xy^{-1}x^{-2},2 1 -2 1 -2 -1 -1,open,19_{14},,
1055,5,yxy^{-1}xy^{-1}x^{-2},2 1 -2 1 -2 -1 -1,open,21_{13},,
1056,6,yxy^{-1}xy^{-1}x^{-2},2 1 -2 1 -2 -1 -1,open,23_8,,
1057,7,yxy^{-1}xy^{-1}x^{-2},2 1 -2 1 -2 -1 -1,open,25_{14},,
1058,1,yxy^{-4}x^{-1},2 1 -2 -2 -2 -2 -1,certified,,ms-train-0380,10
1059,2,yxy^{-4}x^{-1},2 1 -2 -2 -2 -2 -1,uncertified,,,
1060,3,yxy^{-4}x^{-1},2 1 -2 -2 -2 -2 -1,certified,,ms-train-0381,21
1061,4,yxy^{-4}x^{-1},2 1 -2 -2 -2 -2 -1,open,15_1,,
1062,5,yxy^{-4}x^{-1},2 1 -2 -2 -2 -2 -1,open,14_1,,
1063,6,yxy^{-4}x^{-1},2 1 -2 -2 -2 -2 -1,open,17_{37},,
1064,7,yxy^{-4}x^{-1},2 1 -2 -2 -2 -2 -1,uncertified,,,
1065,1,yxy^{-3}x^{-1}y,2 1 -2 -2 -2 -1 2,certified,,ms-train-0382,8
1066,2,yxy^{-3}x^{-1}y,2 1 -2 -2 -2 -1 2,certified,,ms-train-0383,17
1067,3,yxy^{-3}x^{-1}y,2 1 -2 -2 -2 -1 2,open,13_1,,
1068,4,yxy^{-3}x^{-1}y,2 1 -2 -2 -2 -1 2,open,15_{10},,
1069,5,yxy^{-3}x^{-1}y,2 1 -2 -2 -2 -1 2,certified,,ms-train-0384,60
1070,6,yxy^{-3}x^{-1}y,2 1 -2 -2 -2 -1 2,open,17_{38},,
1071,7,yxy^{-3}x^{-1}y,2 1 -2 -2 -2 -1 2,open,18_8,,
1072,1,yxy^{-3}x^{-1}y^{-1},2 1 -2 -2 -2 -1 -2,certified,,ms-train-0385,14
1073,2,yxy^{-3}x^{-1}y^{-1},2 1 -2 -2 -2 -1 -2,certified,,ms-train-0386,17
1074,3,yxy^{-3}x^{-1}y^{-1},2 1 -2 -2 -2 -1 -2,open,13_1,,
1075,4,yxy^{-3}x^{-1}y^{-1},2 1 -2 -2 -2 -1 -2,open,15_{10},,
1076,5,yxy^{-3}x^{-1}y^{-1},2 1 -2 -2 -2 -1 -2,uncertified,,,
1077,6,yxy^{-3}x^{-1}y^{-1},2 1 -2 -2 -2 -1 -2,open,17_{38},,
1078,7,yxy^{-3}x^{-1}y^{-1},2 1 -2 -2 -2 -1 -2,open,18_8,,
1079,1,yxy^{-2}x^{-1}y^{2},2 1 -2 -2 -1 2 2,certified,,ms-train-0387,11
1080,2,yxy^{-2}x^{-1}y^{2},2 1 -2 -2 -1 2 2,uncertified,,,
1081,3,yxy^{-2}x^{-1}y^{2},2 1 -2 -2 -1 2 2,certified,,ms-train-0388,46
1082,4,yxy^{-2}x^{-1}y^{2},2 1 -2 -2 -1 2 2,open,14_1,,
1083,5,yxy^{-2}x^{-1}y^{2},2 1 -2 -2 -1 2 2,uncertified,,,
1084,6,yxy^{-2}x^{-1}y^{2},2 1 -2 -2 -1 2 2,open,19_{33},,
1085,7,yxy^{-2}x^{-1}y^{2},2 1 -2 -2 -1 2 2,open,19_{37},,
1086,1,yxy^{-2}x^{-1}y^{-2},2 1 -2 -2 -1 -2 -2,certified,,ms-train-0389,9
1087,2,yxy^{-2}x^{-1}y^{-2},2 1 -2 -2 -1 -2 -2,certified,,ms-train-0390,40
1088,3,yxy^{-2}x^{-1}y^{-2},2 1 -2 -2 -1 -2 -2,certified,,ms-train-0391,76
1089,4,yxy^{-2}x^{-1}y^{-2},2 1 -2 -2 -1 -2 -2,open,14_1,,
1090,5,yxy^{-2}x^{-1}y^{-2},2 1 -2 -2 -1 -2 -2,uncertified,,,
1091,6,yxy^{-2}x^{-1}y^{-2},2 1 -2 -2 -1 -2 -2,open,19_{33},,
1092,7,yxy^{-2}x^{-1}y^{-2},2 1 -2 -2 -1 -2 -2,open,17_{41},,
1093,1,yxy^{-1}x^{-1}y^{-3},2 1 -2 -1 -2 -2 -2,certified,,ms-train-0392,10
1094,2,yxy^{-1}x^{-1}y^{-3},2 1 -2 -1 -2 -2 -2,uncertified,,,
1095,3,yxy^{-1}x^{-1}y^{-3},2 1 -2 -1 -2 -2 -2,uncertified,,,
1096,4,yxy^{-1}x^{-1}y^{-3},2 1 -2 -1 -2 -2 -2,uncertified,,,
1097,5,yxy^{-1}x^{-1}y^{-3},2 1 -2 -1 -2 -2 -2,uncertified,,,
1098,6,yxy^{-1}x^{-1}y^{-3},2 1 -2 -1 -2 -2 -2,uncertified,,,
1099,7,yxy^{-1}x^{-1}y^{-3},2 1 -2 -1 -2 -2 -2,uncertified,,,
1100,1,yx^{-1}y^{-1}xy^{3},2 -1 -2 1 2 2 2,certified,,ms-train-0393,16
1101,2,yx^{-1}y^{-1}xy^{3},2 -1 -2 1 2 2 2,certified,,ms-train-0394,18
1102,3,yx^{-1}y^{-1}xy^{3},2 -1 -2 1 2 2 2,open,13_1,,
1103,4,yx^{-1}y^{-1}xy^{3},2 -1 -2 1 2 2 2,open,15_{11},,
1104,5,yx^{-1}y^{-1}xy^{3},2 -1 -2 1 2 2 2,uncertified,,,
1105,6,yx^{-1}y^{-1}xy^{3},2 -1 -2 1 2 2 2,open,17_{39},,
1106,7,yx^{-1}y^{-1}xy^{3},2 -1 -2 1 2 2 2,open,18_{10},,
1107,1,yx^{-1}y^{-1}x^{2}yx^{-1},2 -1 -2 1 1 2 -1,certified,,ms-train-0395,15
1108,2,yx^{-1}y^{-1}x^{2}yx^{-1},2 -1 -2 1 1 2 -1,open,14_1,,
1109,3,yx^{-1}y^{-1}x^{2}yx^{-1},2 -1 -2 1 1 2 -1,open,17_{16},,
1110,4,yx^{-1}y^{-1}x^{2}yx^{-1},2 -1 -2 1 1 2 -1,open,19_{19},,
1111,5,yx^{-1}y^{-1}x^{2}yx^{-1},2 -1 -2 1 1 2 -1,open,21_{17},,
1112,6,yx^{-1}y^{-1}x^{2}yx^{-1},2 -1 -2 1 1 2 -1,open,22_9,,
1113,7,yx^{-1}y^{-1}x^{2}yx^{-1},2 -1 -2 1 1 2 -1,open,25_{19},,
1114,1,yx^{-1}y^{-1}x^{2}y^{-1}x^{-1},2 -1 -2 1 1 -2 -1,certified,,ms-train-0396,25
1115,2,yx^{-1}y^{-1}x^{2}y^{-1}x^{-1},2 -1 -2 1 1 -2 -1,open,14_2,,
1116,3,yx^{-1}y^{-1}x^{2}y^{-1}x^{-1},2 -1 -2 1 1 -2 -1,open,17_{17},,
1117,4,yx^{-1}y^{-1}x^{2}y^{-1}x^{-1},2 -1 -2 1 1 -2 -1,open,19_{20},,
1118,5,yx^{-1}y^{-1}x^{2}y^{-1}x^{-1},2 -1 -2 1 1 -2 -1,open,21_{18},,
1119,6,yx^{-1}y^{-1}x^{2}y^{-1}x^{-1},2 -1 -2 1 1 -2 -1,open,22_{10},,
1120,7,yx^{-1}y^{-1}x^{2}y^{-1}x^{-1},2 -1 -2 1 1 -2 -1,open,25_{20},,
1121,1,yx^{-1}y^{-1}xy^{-3},2 -1 -2 1 -2 -2 -2,certified,,ms-train-0397,21
1122,2,yx^{-1}y^{-1}xy^{-3},2 -1 -2 1 -2 -2 -2,certified,,ms-train-0398,19
1123,3,yx^{-1}y^{-1}xy^{-3},2 -1 -2 1 -2 -2 -2,uncertified,,,
1124,4,yx^{-1}y^{-1}xy^{-3},2 -1 -2 1 -2 -2 -2,open,14_1,,
1125,5,yx^{-1}y^{-1}xy^{-3},2 -1 -2 1 -2 -2 -2,uncertified,,,
1126,6,yx^{-1}y^{-1}xy^{-3},2 -1 -2 1 -2 -2 -2,open,17_{40},,
1127,7,yx^{-1}y^{-1}xy^{-3},2 -1 -2 1 -2 -2 -2,open,19_{41},,
1128,1,yx^{-1}y^{-2}xy^{2},2 -1 -2 -2 1 2 2,certified,,ms-train-0399,15
1129,2,yx^{-1}y^{-2}xy^{2},2 -1 -2 -2 1 2 2,certified,,ms-train-0400,17
1130,3,yx^{-1}y^{-2}xy^{2},2 -1 -2 -2 1 2 2,certified,,ms-train-0401,38
1131,4,yx^{-1}y^{-2}xy^{2},2 -1 -2 -2 1 2 2,certified,,ms-train-0402,58
1132,5,yx^{-1}y^{-2}xy^{2},2 -1 -2 -2 1 2 2,uncertified,,,
1133,6,yx^{-1}y^{-2}xy^{2},2 -1 -2 -2 1 2 2,uncertified,,,
1134,7,yx^{-1}y^{-2}xy^{2},2 -1 -2 -2 1 2 2,uncertified,,,
1135,1,yx^{-1}y^{-2}xy^{-2},2 -1 -2 -2 1 -2 -2,certified,,ms-train-0403,22
1136,2,yx^{-1}y^{-2}xy^{-2},2 -1 -2 -2 1 -2 -2,certified,,ms-train-0404,33
1137,3,yx^{-1}y^{-2}xy^{-2},2 -1 -2 -2 1 -2 -2,certified,,ms-train-0405,99
1138,4,yx^{-1}y^{-2}xy^{-2},2 -1 -2 -2 1 -2 -2,uncertified,,,
1139,5,yx^{-1}y^{-2}xy^{-2},2 -1 -2 -2 1 -2 -2,open,16_5,,
1140,6,yx^{-1}y^{-2}xy^{-2},2 -1 -2 -2 1 -2 -2,open,19_{36},,
1141,7,yx^{-1}y^{-2}xy^{-2},2 -1 -2 -2 1 -2 -2,open,20_{11},,
1142,1,yx^{-1}y^{-3}xy,2 -1 -2 -2 -2 1 2,certified,,ms-train-0406,35
1143,2,yx^{-1}y^{-3}xy,2 -1 -2 -2 -2 1 2,certified,,ms-train-0407,57
1144,3,yx^{-1}y^{-3}xy,2 -1 -2 -2 -2 1 2,certified,,ms-train-0408,28
1145,4,yx^{-1}y^{-3}xy,2 -1 -2 -2 -2 1 2,open,15_1,,
1146,5,yx^{-1}y^{-3}xy,2 -1 -2 -2 -2 1 2,open,17_{30},,
1147,6,yx^{-1}y^{-3}xy,2 -1 -2 -2 -2 1 2,uncertified,,,
